index,chinese_idiom,pinyin
3831,雁素鱼笺,yan4 su4 yu2 jian1
3832,雄心壮志,xiong2 xin1 zhuang4 zhi4
3833,雄材大略,xiong2 cai2 da4 lve4
3834,雅俗共赏,ya3 su2 gong4 shang3
3835,集思广益,ji2 si1 guang3 yi4
3836,集腋成裘,ji2 ye4 cheng2 qiu2
3837,雏凤清声,chu2 feng4 qing1 sheng1
3838,雕心雁爪,diao1 xin1 yan4 zhao3
3839,雕梁画栋,diao1 liang2 hua4 dong4
3840,雕章琢句,diao1 zhang1 zhuo2 ju4
3841,雕肝琢肾,diao1 gan1 zhuo2 shen4
3842,雕虫小技,diao1 chong2 xiao3 ji4
3843,雨丝风片,yu3 si1 feng1 pian4
3844,雨后春笋,yu3 hou4 chun1 sun3
3845,雨打梨花,yu3 da3 li2 hua1
3846,雨膏烟腻,yu3 gao1 yan1 ni4
3847,雨过天晴,yu3 guo4 tian1 qing2
3848,雪上加霜,xue3 shang4 jia1 shuang1
3849,雪中送炭,xue3 zhong1 song4 tan4
3850,雪泥鸿爪,xue3 ni2 hong2 zhao3
3851,雪胎梅骨,xue3 tai1 mei2 gu3
3852,雪虐风饕,xue3 nve4 feng1 tao1
3853,雷厉风行,lei2 li4 feng1 xing2
3854,雷声大作,lei2 sheng1 da4 zuo4
3855,雷霆万钧,lei2 ting2 wan4 jun1
3856,雾里看花,wu4 li3 kan4 hua1
3857,雾锁烟迷,wu4 suo3 yan1 mi2
3858,震古烁今,zhen4 gu3 shuo4 jin1
3859,震耳欲聋,zhen4 er3 yu4 long2
3860,霜凋夏绿,shuang1 diao1 xia4 lv4
3861,霞姿月韵,xia2 zi1 yue4 yun4
3862,青云直上,qing1 yun2 zhi2 shang4
3863,青出于蓝,qing1 chu1 yu2 lan2
3864,青天白日,qing1 tian1 bai2 ri4
3865,青梅竹马,qing1 mei2 zhu2 ma3
3866,青灯黄卷,qing1 deng1 huang2 juan4
3867,青红皂白,qing1 hong2 zao4 bai2
3868,青蝇点素,qing1 ying2 dian3 su4
3869,青钱万选,qing1 qian2 wan4 xuan3
3870,青面獠牙,qing1 mian4 liao2 ya2
3871,青黄不接,qing1 huang2 bu4 jie1
3872,非亲非故,fei1 qin1 fei1 gu4
3873,非同小可,fei1 tong2 xiao3 ke3
3874,非愚则诬,fei1 yu2 ze2 wu1
3875,非驴非马,fei1 lv2 fei1 ma3
3876,面不改色,mian4 bu4 gai3 se4
3877,面如土色,mian4 ru2 tu3 se4
3878,面授机宜,mian4 shou4 ji1 yi2
3879,面无人色,mian4 wu2 ren2 se4
3880,面目全非,mian4 mu4 quan2 fei1
3881,面红耳赤,mian4 hong2 er3 chi4
3882,面面俱到,mian4 mian4 ju4 dao4
3883,面黄肌瘦,mian4 huang2 ji1 shou4
3884,革故鼎新,ge2 gu4 ding3 xin1
3885,鞍前马后,an1 qian2 ma3 hou4
3886,鞍马劳顿,an1 ma3 lao2 dun4
3887,鞠躬尽瘁,ju1 gong1 jin4 cui4
3888,鞭长莫及,bian1 chang2 mo4 ji2
3889,韦编三绝,wei2 bian1 san1 jue2
3890,韩康卖药,han2 kang1 mai4 yao4
3891,韩潮苏海,han2 chao2 su1 hai3
3892,韬光养晦,tao1 guang1 yang3 hui4
3893,韬声匿迹,tao1 sheng1 ni4 ji4
3894,顶天立地,ding3 tian1 li4 di4
3895,顶礼膜拜,ding3 li3 mo2 bai4
3896,顶针续麻,ding3 zhen1 xu4 ma2
3897,项庄舞剑,xiang4 zhuang1 wu3 jian4
3898,顺手牵羊,shun4 shou3 qian1 yang2
3899,顺水推船,shun4 shui3 tui1 chuan2
3900,顺理成章,shun4 li3 cheng2 zhang1
3901,顺藤摸瓜,shun4 teng2 mo1 gua1
3902,顾全大局,gu4 quan2 da4 ju2
3903,顾名思义,gu4 ming2 si1 yi4
3904,顾小失大,gu4 xiao3 shi1 da4
3905,顾影自怜,gu4 ying3 zi4 lian2
3906,顾曲周郎,gu4 qu3 zhou1 lang2
3907,顾此失彼,gu4 ci3 shi1 bi3
3908,顾盼神飞,gu4 pan4 shen2 fei1
3909,颐养天年,yi2 yang3 tian1 nian2
3910,颜筋柳骨,yan2 jin1 liu3 gu3
3911,额手称庆,e2 shou3 cheng1 qing4
3912,颠三倒四,dian1 san1 dao3 si4
3913,颠倒黑白,dian1 dao3 hei1 bai2
3914,颠头耸脑,dian1 tou2 song3 nao3
3915,颠沛流离,dian1 pei4 liu2 li2
3916,风中秉烛,feng1 zhong1 bing3 zhu2
3917,风云变幻,feng1 yun2 bian4 huan4
3918,风俗习惯,feng1 su2 xi2 guan4
3919,风兴云蒸,feng1 xing1 yun2 zheng1
3920,风华正茂,feng1 hua2 zheng4 mao4
3921,风卷残云,feng1 juan3 can2 yun2
3922,风口浪尖,feng1 kou3 lang4 jian1
3923,风吹雨打,feng1 chui1 yu3 da3
3924,风和日丽,feng1 he2 ri4 li4
3925,风声鹤唳,feng1 sheng1 he4 li4
3926,风尘外物,feng1 chen2 wai4 wu4
3927,风平浪静,feng1 ping2 lang4 jing4
3928,风度翩翩,feng1 du4 pian1 pian1
3929,风情月意,feng1 qing2 yue4 yi4
3930,风木含悲,feng1 mu4 han2 bei1
3931,风沙漫天,feng1 sha1 man4 tian1
3932,风清弊绝,feng1 qing1 bi4 jue2
3933,风烛残年,feng1 zhu2 can2 nian2
3934,风花雪月,feng1 hua1 xue3 yue4
3935,风行水上,feng1 xing2 shui3 shang4
3936,风言风语,feng1 yan2 feng1 yu3
3937,风调雨顺,feng1 tiao2 yu3 shun4
3938,风谲云诡,feng1 jue2 yun2 gui3
3939,风起云涌,feng1 qi3 yun2 yong3
3940,风雨同舟,feng1 yu3 tong2 zhou1
3941,风餐露宿,feng1 can1 lu4 su4
3942,风驰电掣,feng1 chi2 dian4 che4
3943,风驱电扫,feng1 qu1 dian4 sao3
3944,飙发电举,biao1 fa1 dian4 ju3
3945,飞书走檄,fei1 shu1 zou3 xi2
3946,飞土逐肉,fei1 tu3 zhu2 rou4
3947,飞声腾实,fei1 sheng1 teng2 shi2
3948,飞檐走壁,fei1 yan2 zou3 bi4
3949,飞沙走石,fei1 sha1 zou3 shi2
3950,飞灾横祸,fei1 zai1 heng4 huo4
3951,飞燕游龙,fei1 yan4 you2 long2
3952,飞禽走兽,fei1 qin2 zou3 shou4
3953,飞苍走黄,fei1 cang1 zou3 huang2
3954,飞蛾赴火,fei1 e2 fu4 huo3
3955,飞针走线,fei1 zhen1 zou3 xian4
3956,飞鸟依人,fei1 niao3 yi1 ren2
3957,飞鹰走狗,fei1 ying1 zou3 gou3
3958,飞黄腾达,fei1 huang2 teng2 da2
3959,食为民天,shi2 wei2 min2 tian1
3960,食古不化,shi2 gu3 bu4 hua4
3961,食荼卧棘,shi2 tu2 wo4 ji2
3962,餐松饮涧,can1 song1 yin3 jian4
3963,饕口馋舌,tao1 kou3 chan2 she2
3964,饥不择食,ji1 bu4 ze2 shi2
3965,饥寒交迫,ji1 han2 jiao1 po4
3966,饥火烧肠,ji1 huo3 shao1 chang2
3967,饮水思源,yin3 shui3 si1 yuan2
3968,饮河鼹鼠,yin3 he2 yan3 shu3
3969,饮醇自醉,yin3 chun2 zi4 zui4
3970,饱经风霜,bao3 jing1 feng1 shuang1
3971,饱食终日,bao3 shi2 zhong1 ri4
3972,饶舌调唇,rao2 she2 tiao2 chun2
3973,馋涎欲滴,chan2 xian2 yu4 di1
3974,首如飞蓬,shou3 ru2 fei1 peng2
3975,首屈一指,shou3 qu1 yi1 zhi3
3976,首当其冲,shou3 dang1 qi2 chong1
3977,首施两端,shou3 shi1 liang3 duan1
3978,香消玉损,xiang1 xiao1 yu4 sun3
3979,香象渡河,xiang1 xiang4 du4 he2
3980,马不停蹄,ma3 bu4 ting2 ti2
3981,马到成功,ma3 dao4 cheng2 gong1
3982,马革裹尸,ma3 ge2 guo3 shi1
3983,马首是瞻,ma3 shou3 shi4 zhan1
3984,马齿徒增,ma3 chi3 tu2 zeng1
3985,驰名中外,chi2 ming2 zhong1 wai4
3986,驰骋疆场,chi2 cheng3 jiang1 chang3
3987,驴唇马嘴,lv2 chun2 ma3 zui3
3988,驷马难追,si4 ma3 nan2 zhui1
3989,驾轻就熟,jia4 qing1 jiu4 shu2
3990,骁勇善战,xiao1 yong3 shan4 zhan4
3991,骄傲自满,jiao1 ao4 zi4 man3
3992,骄兵必败,jiao1 bing1 bi4 bai4
3993,骄阳似火,jiao1 yang2 shi4 huo3
3994,骇人听闻,hai4 ren2 ting1 wen2
3995,骈四俪六,pian2 si4 li4 liu4
3996,骑牛觅牛,qi2 niu2 mi4 niu2
3997,骑虎难下,qi2 hu3 nan2 xia4
3998,骑马寻马,qi2 ma3 xun2 ma3
3999,骨瘦如豺,gu3 shou4 ru2 chai2
4000,骨肉离散,gu3 rou4 li2 san4
4001,高不可攀,gao1 bu4 ke3 pan1
4002,高人一等,gao1 ren2 yi1 deng3
4003,高垒深沟,gao1 lei3 shen1 gou1
4004,高官厚禄,gao1 guan1 hou4 lu4
4005,高屋建瓴,gao1 wu1 jian4 ling2
4006,高山景行,gao1 shan1 jing3 xing2
4007,高岸深谷,gao1 an4 shen1 gu3
4008,高情逸兴,gao1 qing2 yi4 xing1
4009,高才卓识,gao1 cai2 zhuo2 shi2
4010,高抬贵手,gao1 tai2 gui4 shou3
4011,高朋满座,gao1 peng2 man3 zuo4
4012,高枕无忧,gao1 zhen3 wu2 you1
4013,高楼大厦,gao1 lou2 da4 sha4
4014,高瞻远瞩,gao1 zhan1 yuan3 zhu3
4015,高谈阔论,gao1 tan2 kuo4 lun4
4016,高风劲节,gao1 feng1 jing4 jie2
4017,高高在上,gao1 gao1 zai4 shang4
4018,鬼使神差,gui3 shi3 shen2 chai1
4019,鬼头鬼脑,gui3 tou2 gui3 nao3
4020,鬼斧神工,gui3 fu3 shen2 gong1
4021,鬼鬼祟祟,gui3 gui3 sui4 sui4
4022,魂不附体,hun2 bu4 fu4 ti3
4023,魂飞魄散,hun2 fei1 po4 san4
4024,魑魅魍魉,chi1 mei4 wang3 liang3
4025,鱼书雁帖,yu2 shu1 yan4 tie3
4026,鱼目混珠,yu2 mu4 hun4 zhu1
4027,鱼米之乡,yu2 mi3 zhi1 xiang1
4028,鱼跃龙门,yu2 yue4 long2 men2
4029,鱼龙混杂,yu2 long2 hun4 za2
4030,鲜廉寡耻,xian3 lian2 gua3 chi3
4031,鳞次栉比,lin2 ci4 zhi4 bi3
4032,鸟尽弓藏,niao3 jin4 gong1 cang2
4033,鸟语花香,niao3 yu3 hua1 xiang1
4034,鸠占鹊巢,jiu1 zhan4 que4 chao2
4035,鸡口牛后,ji1 kou3 niu2 hou4
4036,鸡毛蒜皮,ji1 mao2 suan4 pi2
4037,鸡犬不宁,ji1 quan3 bu4 ning2
4038,鸡虫得失,ji1 chong2 de2 shi1
4039,鸡飞蛋打,ji1 fei1 dan4 da3
4040,鸡骨支床,ji1 gu3 zhi1 chuang2
4041,鸢飞鱼跃,yuan1 fei1 yu2 yue4
4042,鸣锣开道,ming2 luo2 kai1 dao4
4043,鸦鹊无声,ya1 que4 wu2 sheng1
4044,鸾凤和鸣,luan2 feng4 he4 ming2
4045,鸾翔凤集,luan2 xiang2 feng4 ji2
4046,鸿鹄之志,hong2 gu3 zhi1 zhi4
4047,鹅毛大雪,e2 mao2 da4 xue3
4048,鹏程万里,peng2 cheng2 wan4 li3
4049,鹑衣百结,chun2 yi1 bai3 jie2
4050,鹤发鸡皮,he4 fa4 ji1 pi2
4051,鹤处鸡群,he4 chu3 ji1 qun2
4052,鹤归华表,he4 gui1 hua2 biao3
4053,鹤骨松姿,he4 gu3 song1 zi1
4054,鹦鹉学舌,ying1 wu3 xue2 she2
4055,鹬蚌相争,yu4 bang4 xiang1 zheng1
4056,鹰击长空,ying1 ji1 chang2 kong1
4057,鹰视狼顾,ying1 shi4 lang2 gu4
4058,鹿死谁手,lu4 si3 shei2 shou3
4059,黄发台背,huang2 fa1 tai2 bei4
4060,黄口孺子,huang2 kou3 ru2 zi
4061,黄童皓首,huang2 tong2 hao4 shou3
4062,黄花晚节,huang2 hua1 wan3 jie2
4063,黄袍加身,huang2 pao2 jia1 shen1
4064,黄道吉日,huang2 dao4 ji2 ri4
4065,黄雀在后,huang2 que4 zai4 hou4
4066,黑漆一团,hei1 qi1 yi1 tuan2
4067,黑灯瞎火,hei1 deng1 xia1 huo3
4068,黔驴技穷,qian2 lv2 ji4 qiong2
4069,默默无闻,mo4 mo4 wu2 wen2
4070,黯然销魂,an4 ran2 xiao1 hun2
4071,鼓舌摇唇,gu3 she2 yao2 chun2
4072,鼠凭社贵,shu3 ping2 she4 gui4
4073,鼠目寸光,shu3 mu4 cun4 guang1
4074,齐家治国,qi2 jia1 zhi4 guo2
4075,齐心合力,qi2 xin1 he2 li4
4076,齐烟九点,qi2 yan1 jiu3 dian3
4077,齿如齐贝,chi3 ru2 qi2 bei4
4078,齿颊生香,chi3 jia2 sheng1 xiang1
4079,龇牙裂嘴,zi1 ya2 lie4 zui3
4080,龙争虎斗,long2 zheng1 hu3 dou4
4081,龙战于野,long2 zhan4 yu2 ye3
4082,龙游曲沼,long2 you2 qu1 zhao3
4083,龙潭虎穴,long2 tan2 hu3 xue2
4084,龙生九子,long2 sheng1 jiu3 zi
4085,龙章凤姿,long2 zhang1 feng4 zi1
4086,龙肝豹胎,long2 gan1 bao4 tai1
4087,龙腾虎跃,long2 teng2 hu3 yue4
4088,龙韬虎略,long2 tao1 hu3 lve4
4089,龙飞凤舞,long2 fei1 feng4 wu3
4090,龙马精神,long2 ma3 jing1 shen2
4091,龙驹凤雏,long2 ju1 feng4 chu2
4092,龙骧虎步,long2 xiang1 hu3 bu4
4093,龟年鹤寿,gui1 nian2 he4 shou4
4094,龟文鸟迹,gui1 wen2 niao3 ji4
4095,龟龄鹤算,gui1 ling2 he4 suan4
